"emoji.chars","emoji.descriptions"
"<U+0001F9D5><U+0001F3FD>","woman with headscarf: medium skin tone"
"<U+0001F9D5><U+0001F3FE>","woman with headscarf: medium-dark skin tone"
"<U+0001F9D5><U+0001F3FF>","woman with headscarf: dark skin tone"
"<U+0001F935>","man in tuxedo"
"<U+0001F935><U+0001F3FB>","man in tuxedo: light skin tone"
"<U+0001F935><U+0001F3FC>","man in tuxedo: medium-light skin tone"
"<U+0001F935><U+0001F3FD>","man in tuxedo: medium skin tone"
"<U+0001F935><U+0001F3FE>","man in tuxedo: medium-dark skin tone"
"<U+0001F935><U+0001F3FF>","man in tuxedo: dark skin tone"
"<U+0001F470>","bride with veil"
"<U+0001F470><U+0001F3FB>","bride with veil: light skin tone"
"<U+0001F470><U+0001F3FC>","bride with veil: medium-light skin tone"
"<U+0001F470><U+0001F3FD>","bride with veil: medium skin tone"
"<U+0001F470><U+0001F3FE>","bride with veil: medium-dark skin tone"
"<U+0001F470><U+0001F3FF>","bride with veil: dark skin tone"
"<U+0001F930>","pregnant woman"
"<U+0001F930><U+0001F3FB>","pregnant woman: light skin tone"
"<U+0001F930><U+0001F3FC>","pregnant woman: medium-light skin tone"
"<U+0001F930><U+0001F3FD>","pregnant woman: medium skin tone"
"<U+0001F930><U+0001F3FE>","pregnant woman: medium-dark skin tone"
"<U+0001F930><U+0001F3FF>","pregnant woman: dark skin tone"
"<U+0001F931>","breast-feeding"
"<U+0001F931><U+0001F3FB>","breast-feeding: light skin tone"
"<U+0001F931><U+0001F3FC>","breast-feeding: medium-light skin tone"
"<U+0001F931><U+0001F3FD>","breast-feeding: medium skin tone"
"<U+0001F931><U+0001F3FE>","breast-feeding: medium-dark skin tone"
"<U+0001F931><U+0001F3FF>","breast-feeding: dark skin tone"
"<U+0001F47C>","baby angel"
"<U+0001F47C><U+0001F3FB>","baby angel: light skin tone"
"<U+0001F47C><U+0001F3FC>","baby angel: medium-light skin tone"
"<U+0001F47C><U+0001F3FD>","baby angel: medium skin tone"
"<U+0001F47C><U+0001F3FE>","baby angel: medium-dark skin tone"
"<U+0001F47C><U+0001F3FF>","baby angel: dark skin tone"
"<U+0001F385>","Santa Claus"
"<U+0001F385><U+0001F3FB>","Santa Claus: light skin tone"
"<U+0001F385><U+0001F3FC>","Santa Claus: medium-light skin tone"
"<U+0001F385><U+0001F3FD>","Santa Claus: medium skin tone"
"<U+0001F385><U+0001F3FE>","Santa Claus: medium-dark skin tone"
"<U+0001F385><U+0001F3FF>","Santa Claus: dark skin tone"
"<U+0001F936>","Mrs. Claus"
"<U+0001F936><U+0001F3FB>","Mrs. Claus: light skin tone"
"<U+0001F936><U+0001F3FC>","Mrs. Claus: medium-light skin tone"
"<U+0001F936><U+0001F3FD>","Mrs. Claus: medium skin tone"
"<U+0001F936><U+0001F3FE>","Mrs. Claus: medium-dark skin tone"
"<U+0001F936><U+0001F3FF>","Mrs. Claus: dark skin tone"
"<U+0001F9B8>","superhero"
"<U+0001F9B8><U+0001F3FB>","superhero: light skin tone"
"<U+0001F9B8><U+0001F3FC>","superhero: medium-light skin tone"
"<U+0001F9B8><U+0001F3FD>","superhero: medium skin tone"
"<U+0001F9B8><U+0001F3FE>","superhero: medium-dark skin tone"
"<U+0001F9B8><U+0001F3FF>","superhero: dark skin tone"
"<U+0001F9B8><U+200D>","<U+2642><U+FE0F> man superhero"
"<U+0001F9B8><U+200D>","<U+2642> man superhero"
"<U+0001F9B8><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man superhero: light skin tone"
"<U+0001F9B8><U+0001F3FB>","<U+200D><U+2642> man superhero: light skin tone"
"<U+0001F9B8><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man superhero: medium-light skin tone"
"<U+0001F9B8><U+0001F3FC>","<U+200D><U+2642> man superhero: medium-light skin tone"
"<U+0001F9B8><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man superhero: medium skin tone"
"<U+0001F9B8><U+0001F3FD>","<U+200D><U+2642> man superhero: medium skin tone"
"<U+0001F9B8><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man superhero: medium-dark skin tone"
"<U+0001F9B8><U+0001F3FE>","<U+200D><U+2642> man superhero: medium-dark skin tone"
"<U+0001F9B8><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man superhero: dark skin tone"
"<U+0001F9B8><U+0001F3FF>","<U+200D><U+2642> man superhero: dark skin tone"
"<U+0001F9B8><U+200D>","<U+2640><U+FE0F> woman superhero"
"<U+0001F9B8><U+200D>","<U+2640> woman superhero"
"<U+0001F9B8><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman superhero: light skin tone"
"<U+0001F9B8><U+0001F3FB>","<U+200D><U+2640> woman superhero: light skin tone"
"<U+0001F9B8><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman superhero: medium-light skin tone"
"<U+0001F9B8><U+0001F3FC>","<U+200D><U+2640> woman superhero: medium-light skin tone"
"<U+0001F9B8><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman superhero: medium skin tone"
"<U+0001F9B8><U+0001F3FD>","<U+200D><U+2640> woman superhero: medium skin tone"
"<U+0001F9B8><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman superhero: medium-dark skin tone"
"<U+0001F9B8><U+0001F3FE>","<U+200D><U+2640> woman superhero: medium-dark skin tone"
"<U+0001F9B8><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman superhero: dark skin tone"
"<U+0001F9B8><U+0001F3FF>","<U+200D><U+2640> woman superhero: dark skin tone"
"<U+0001F9B9>","supervillain"
"<U+0001F9B9><U+0001F3FB>","supervillain: light skin tone"
"<U+0001F9B9><U+0001F3FC>","supervillain: medium-light skin tone"
"<U+0001F9B9><U+0001F3FD>","supervillain: medium skin tone"
"<U+0001F9B9><U+0001F3FE>","supervillain: medium-dark skin tone"
"<U+0001F9B9><U+0001F3FF>","supervillain: dark skin tone"
"<U+0001F9B9><U+200D>","<U+2642><U+FE0F> man supervillain"
"<U+0001F9B9><U+200D>","<U+2642> man supervillain"
"<U+0001F9B9><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man supervillain: light skin tone"
"<U+0001F9B9><U+0001F3FB>","<U+200D><U+2642> man supervillain: light skin tone"
"<U+0001F9B9><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man supervillain: medium-light skin tone"
"<U+0001F9B9><U+0001F3FC>","<U+200D><U+2642> man supervillain: medium-light skin tone"
"<U+0001F9B9><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man supervillain: medium skin tone"
"<U+0001F9B9><U+0001F3FD>","<U+200D><U+2642> man supervillain: medium skin tone"
"<U+0001F9B9><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man supervillain: medium-dark skin tone"
"<U+0001F9B9><U+0001F3FE>","<U+200D><U+2642> man supervillain: medium-dark skin tone"
"<U+0001F9B9><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man supervillain: dark skin tone"
"<U+0001F9B9><U+0001F3FF>","<U+200D><U+2642> man supervillain: dark skin tone"
"<U+0001F9B9><U+200D>","<U+2640><U+FE0F> woman supervillain"
"<U+0001F9B9><U+200D>","<U+2640> woman supervillain"
"<U+0001F9B9><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman supervillain: light skin tone"
"<U+0001F9B9><U+0001F3FB>","<U+200D><U+2640> woman supervillain: light skin tone"
"<U+0001F9B9><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman supervillain: medium-light skin tone"
"<U+0001F9B9><U+0001F3FC>","<U+200D><U+2640> woman supervillain: medium-light skin tone"
"<U+0001F9B9><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman supervillain: medium skin tone"
"<U+0001F9B9><U+0001F3FD>","<U+200D><U+2640> woman supervillain: medium skin tone"
"<U+0001F9B9><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman supervillain: medium-dark skin tone"
"<U+0001F9B9><U+0001F3FE>","<U+200D><U+2640> woman supervillain: medium-dark skin tone"
"<U+0001F9B9><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman supervillain: dark skin tone"
"<U+0001F9B9><U+0001F3FF>","<U+200D><U+2640> woman supervillain: dark skin tone"
"<U+0001F9D9>","mage"
"<U+0001F9D9><U+0001F3FB>","mage: light skin tone"
"<U+0001F9D9><U+0001F3FC>","mage: medium-light skin tone"
"<U+0001F9D9><U+0001F3FD>","mage: medium skin tone"
"<U+0001F9D9><U+0001F3FE>","mage: medium-dark skin tone"
"<U+0001F9D9><U+0001F3FF>","mage: dark skin tone"
"<U+0001F9D9><U+200D>","<U+2642><U+FE0F> man mage"
"<U+0001F9D9><U+200D>","<U+2642> man mage"
"<U+0001F9D9><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man mage: light skin tone"
"<U+0001F9D9><U+0001F3FB>","<U+200D><U+2642> man mage: light skin tone"
"<U+0001F9D9><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man mage: medium-light skin tone"
"<U+0001F9D9><U+0001F3FC>","<U+200D><U+2642> man mage: medium-light skin tone"
"<U+0001F9D9><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man mage: medium skin tone"
"<U+0001F9D9><U+0001F3FD>","<U+200D><U+2642> man mage: medium skin tone"
"<U+0001F9D9><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man mage: medium-dark skin tone"
"<U+0001F9D9><U+0001F3FE>","<U+200D><U+2642> man mage: medium-dark skin tone"
"<U+0001F9D9><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man mage: dark skin tone"
"<U+0001F9D9><U+0001F3FF>","<U+200D><U+2642> man mage: dark skin tone"
"<U+0001F9D9><U+200D>","<U+2640><U+FE0F> woman mage"
"<U+0001F9D9><U+200D>","<U+2640> woman mage"
"<U+0001F9D9><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman mage: light skin tone"
"<U+0001F9D9><U+0001F3FB>","<U+200D><U+2640> woman mage: light skin tone"
"<U+0001F9D9><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman mage: medium-light skin tone"
"<U+0001F9D9><U+0001F3FC>","<U+200D><U+2640> woman mage: medium-light skin tone"
"<U+0001F9D9><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman mage: medium skin tone"
"<U+0001F9D9><U+0001F3FD>","<U+200D><U+2640> woman mage: medium skin tone"
"<U+0001F9D9><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman mage: medium-dark skin tone"
"<U+0001F9D9><U+0001F3FE>","<U+200D><U+2640> woman mage: medium-dark skin tone"
"<U+0001F9D9><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman mage: dark skin tone"
"<U+0001F9D9><U+0001F3FF>","<U+200D><U+2640> woman mage: dark skin tone"
"<U+0001F9DA>","fairy"
"<U+0001F9DA><U+0001F3FB>","fairy: light skin tone"
"<U+0001F9DA><U+0001F3FC>","fairy: medium-light skin tone"
"<U+0001F9DA><U+0001F3FD>","fairy: medium skin tone"
"<U+0001F9DA><U+0001F3FE>","fairy: medium-dark skin tone"
"<U+0001F9DA><U+0001F3FF>","fairy: dark skin tone"
"<U+0001F9DA><U+200D>","<U+2642><U+FE0F> man fairy"
"<U+0001F9DA><U+200D>","<U+2642> man fairy"
"<U+0001F9DA><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man fairy: light skin tone"
"<U+0001F9DA><U+0001F3FB>","<U+200D><U+2642> man fairy: light skin tone"
"<U+0001F9DA><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man fairy: medium-light skin tone"
"<U+0001F9DA><U+0001F3FC>","<U+200D><U+2642> man fairy: medium-light skin tone"
"<U+0001F9DA><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man fairy: medium skin tone"
"<U+0001F9DA><U+0001F3FD>","<U+200D><U+2642> man fairy: medium skin tone"
"<U+0001F9DA><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man fairy: medium-dark skin tone"
"<U+0001F9DA><U+0001F3FE>","<U+200D><U+2642> man fairy: medium-dark skin tone"
"<U+0001F9DA><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man fairy: dark skin tone"
"<U+0001F9DA><U+0001F3FF>","<U+200D><U+2642> man fairy: dark skin tone"
"<U+0001F9DA><U+200D>","<U+2640><U+FE0F> woman fairy"
"<U+0001F9DA><U+200D>","<U+2640> woman fairy"
"<U+0001F9DA><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman fairy: light skin tone"
"<U+0001F9DA><U+0001F3FB>","<U+200D><U+2640> woman fairy: light skin tone"
"<U+0001F9DA><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman fairy: medium-light skin tone"
"<U+0001F9DA><U+0001F3FC>","<U+200D><U+2640> woman fairy: medium-light skin tone"
"<U+0001F9DA><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman fairy: medium skin tone"
"<U+0001F9DA><U+0001F3FD>","<U+200D><U+2640> woman fairy: medium skin tone"
"<U+0001F9DA><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman fairy: medium-dark skin tone"
"<U+0001F9DA><U+0001F3FE>","<U+200D><U+2640> woman fairy: medium-dark skin tone"
"<U+0001F9DA><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman fairy: dark skin tone"
"<U+0001F9DA><U+0001F3FF>","<U+200D><U+2640> woman fairy: dark skin tone"
"<U+0001F9DB>","vampire"
"<U+0001F9DB><U+0001F3FB>","vampire: light skin tone"
"<U+0001F9DB><U+0001F3FC>","vampire: medium-light skin tone"
"<U+0001F9DB><U+0001F3FD>","vampire: medium skin tone"
"<U+0001F9DB><U+0001F3FE>","vampire: medium-dark skin tone"
"<U+0001F9DB><U+0001F3FF>","vampire: dark skin tone"
"<U+0001F9DB><U+200D>","<U+2642><U+FE0F> man vampire"
"<U+0001F9DB><U+200D>","<U+2642> man vampire"
"<U+0001F9DB><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man vampire: light skin tone"
"<U+0001F9DB><U+0001F3FB>","<U+200D><U+2642> man vampire: light skin tone"
"<U+0001F9DB><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man vampire: medium-light skin tone"
"<U+0001F9DB><U+0001F3FC>","<U+200D><U+2642> man vampire: medium-light skin tone"
"<U+0001F9DB><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man vampire: medium skin tone"
"<U+0001F9DB><U+0001F3FD>","<U+200D><U+2642> man vampire: medium skin tone"
"<U+0001F9DB><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man vampire: medium-dark skin tone"
"<U+0001F9DB><U+0001F3FE>","<U+200D><U+2642> man vampire: medium-dark skin tone"
"<U+0001F9DB><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man vampire: dark skin tone"
"<U+0001F9DB><U+0001F3FF>","<U+200D><U+2642> man vampire: dark skin tone"
"<U+0001F9DB><U+200D>","<U+2640><U+FE0F> woman vampire"
"<U+0001F9DB><U+200D>","<U+2640> woman vampire"
"<U+0001F9DB><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman vampire: light skin tone"
"<U+0001F9DB><U+0001F3FB>","<U+200D><U+2640> woman vampire: light skin tone"
"<U+0001F9DB><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman vampire: medium-light skin tone"
"<U+0001F9DB><U+0001F3FC>","<U+200D><U+2640> woman vampire: medium-light skin tone"
"<U+0001F9DB><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman vampire: medium skin tone"
"<U+0001F9DB><U+0001F3FD>","<U+200D><U+2640> woman vampire: medium skin tone"
"<U+0001F9DB><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman vampire: medium-dark skin tone"
"<U+0001F9DB><U+0001F3FE>","<U+200D><U+2640> woman vampire: medium-dark skin tone"
"<U+0001F9DB><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman vampire: dark skin tone"
"<U+0001F9DB><U+0001F3FF>","<U+200D><U+2640> woman vampire: dark skin tone"
"<U+0001F9DC>","merperson"
"<U+0001F9DC><U+0001F3FB>","merperson: light skin tone"
"<U+0001F9DC><U+0001F3FC>","merperson: medium-light skin tone"
"<U+0001F9DC><U+0001F3FD>","merperson: medium skin tone"
"<U+0001F9DC><U+0001F3FE>","merperson: medium-dark skin tone"
"<U+0001F9DC><U+0001F3FF>","merperson: dark skin tone"
"<U+0001F9DC><U+200D>","<U+2642><U+FE0F> merman"
"<U+0001F9DC><U+200D>","<U+2642> merman"
"<U+0001F9DC><U+0001F3FB>","<U+200D><U+2642><U+FE0F> merman: light skin tone"
"<U+0001F9DC><U+0001F3FB>","<U+200D><U+2642> merman: light skin tone"
"<U+0001F9DC><U+0001F3FC>","<U+200D><U+2642><U+FE0F> merman: medium-light skin tone"
"<U+0001F9DC><U+0001F3FC>","<U+200D><U+2642> merman: medium-light skin tone"
"<U+0001F9DC><U+0001F3FD>","<U+200D><U+2642><U+FE0F> merman: medium skin tone"
"<U+0001F9DC><U+0001F3FD>","<U+200D><U+2642> merman: medium skin tone"
"<U+0001F9DC><U+0001F3FE>","<U+200D><U+2642><U+FE0F> merman: medium-dark skin tone"
"<U+0001F9DC><U+0001F3FE>","<U+200D><U+2642> merman: medium-dark skin tone"
"<U+0001F9DC><U+0001F3FF>","<U+200D><U+2642><U+FE0F> merman: dark skin tone"
"<U+0001F9DC><U+0001F3FF>","<U+200D><U+2642> merman: dark skin tone"
"<U+0001F9DC><U+200D>","<U+2640><U+FE0F> mermaid"
"<U+0001F9DC><U+200D>","<U+2640> mermaid"
"<U+0001F9DC><U+0001F3FB>","<U+200D><U+2640><U+FE0F> mermaid: light skin tone"
"<U+0001F9DC><U+0001F3FB>","<U+200D><U+2640> mermaid: light skin tone"
"<U+0001F9DC><U+0001F3FC>","<U+200D><U+2640><U+FE0F> mermaid: medium-light skin tone"
"<U+0001F9DC><U+0001F3FC>","<U+200D><U+2640> mermaid: medium-light skin tone"
"<U+0001F9DC><U+0001F3FD>","<U+200D><U+2640><U+FE0F> mermaid: medium skin tone"
"<U+0001F9DC><U+0001F3FD>","<U+200D><U+2640> mermaid: medium skin tone"
"<U+0001F9DC><U+0001F3FE>","<U+200D><U+2640><U+FE0F> mermaid: medium-dark skin tone"
"<U+0001F9DC><U+0001F3FE>","<U+200D><U+2640> mermaid: medium-dark skin tone"
"<U+0001F9DC><U+0001F3FF>","<U+200D><U+2640><U+FE0F> mermaid: dark skin tone"
"<U+0001F9DC><U+0001F3FF>","<U+200D><U+2640> mermaid: dark skin tone"
"<U+0001F9DD>","elf"
"<U+0001F9DD><U+0001F3FB>","elf: light skin tone"
"<U+0001F9DD><U+0001F3FC>","elf: medium-light skin tone"
"<U+0001F9DD><U+0001F3FD>","elf: medium skin tone"
"<U+0001F9DD><U+0001F3FE>","elf: medium-dark skin tone"
"<U+0001F9DD><U+0001F3FF>","elf: dark skin tone"
"<U+0001F9DD><U+200D>","<U+2642><U+FE0F> man elf"
"<U+0001F9DD><U+200D>","<U+2642> man elf"
"<U+0001F9DD><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man elf: light skin tone"
"<U+0001F9DD><U+0001F3FB>","<U+200D><U+2642> man elf: light skin tone"
"<U+0001F9DD><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man elf: medium-light skin tone"
"<U+0001F9DD><U+0001F3FC>","<U+200D><U+2642> man elf: medium-light skin tone"
"<U+0001F9DD><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man elf: medium skin tone"
"<U+0001F9DD><U+0001F3FD>","<U+200D><U+2642> man elf: medium skin tone"
"<U+0001F9DD><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man elf: medium-dark skin tone"
"<U+0001F9DD><U+0001F3FE>","<U+200D><U+2642> man elf: medium-dark skin tone"
"<U+0001F9DD><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man elf: dark skin tone"
"<U+0001F9DD><U+0001F3FF>","<U+200D><U+2642> man elf: dark skin tone"
"<U+0001F9DD><U+200D>","<U+2640><U+FE0F> woman elf"
"<U+0001F9DD><U+200D>","<U+2640> woman elf"
"<U+0001F9DD><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman elf: light skin tone"
"<U+0001F9DD><U+0001F3FB>","<U+200D><U+2640> woman elf: light skin tone"
"<U+0001F9DD><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman elf: medium-light skin tone"
"<U+0001F9DD><U+0001F3FC>","<U+200D><U+2640> woman elf: medium-light skin tone"
"<U+0001F9DD><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman elf: medium skin tone"
"<U+0001F9DD><U+0001F3FD>","<U+200D><U+2640> woman elf: medium skin tone"
"<U+0001F9DD><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman elf: medium-dark skin tone"
"<U+0001F9DD><U+0001F3FE>","<U+200D><U+2640> woman elf: medium-dark skin tone"
"<U+0001F9DD><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman elf: dark skin tone"
"<U+0001F9DD><U+0001F3FF>","<U+200D><U+2640> woman elf: dark skin tone"
"<U+0001F9DE>","genie"
"<U+0001F9DE><U+200D>","<U+2642><U+FE0F> man genie"
"<U+0001F9DE><U+200D>","<U+2642> man genie"
"<U+0001F9DE><U+200D>","<U+2640><U+FE0F> woman genie"
"<U+0001F9DE><U+200D>","<U+2640> woman genie"
"<U+0001F9DF>","zombie"
"<U+0001F9DF><U+200D>","<U+2642><U+FE0F> man zombie"
"<U+0001F9DF><U+200D>","<U+2642> man zombie"
"<U+0001F9DF><U+200D>","<U+2640><U+FE0F> woman zombie"
"<U+0001F9DF><U+200D>","<U+2640> woman zombie"
"<U+0001F486>","person getting massage"
"<U+0001F486><U+0001F3FB>","person getting massage: light skin tone"
"<U+0001F486><U+0001F3FC>","person getting massage: medium-light skin tone"
"<U+0001F486><U+0001F3FD>","person getting massage: medium skin tone"
"<U+0001F486><U+0001F3FE>","person getting massage: medium-dark skin tone"
"<U+0001F486><U+0001F3FF>","person getting massage: dark skin tone"
"<U+0001F486><U+200D>","<U+2642><U+FE0F> man getting massage"
"<U+0001F486><U+200D>","<U+2642> man getting massage"
"<U+0001F486><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man getting massage: light skin tone"
"<U+0001F486><U+0001F3FB>","<U+200D><U+2642> man getting massage: light skin tone"
"<U+0001F486><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man getting massage: medium-light skin tone"
"<U+0001F486><U+0001F3FC>","<U+200D><U+2642> man getting massage: medium-light skin tone"
"<U+0001F486><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man getting massage: medium skin tone"
"<U+0001F486><U+0001F3FD>","<U+200D><U+2642> man getting massage: medium skin tone"
"<U+0001F486><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man getting massage: medium-dark skin tone"
"<U+0001F486><U+0001F3FE>","<U+200D><U+2642> man getting massage: medium-dark skin tone"
"<U+0001F486><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man getting massage: dark skin tone"
"<U+0001F486><U+0001F3FF>","<U+200D><U+2642> man getting massage: dark skin tone"
"<U+0001F486><U+200D>","<U+2640><U+FE0F> woman getting massage"
"<U+0001F486><U+200D>","<U+2640> woman getting massage"
"<U+0001F486><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman getting massage: light skin tone"
"<U+0001F486><U+0001F3FB>","<U+200D><U+2640> woman getting massage: light skin tone"
"<U+0001F486><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman getting massage: medium-light skin tone"
"<U+0001F486><U+0001F3FC>","<U+200D><U+2640> woman getting massage: medium-light skin tone"
"<U+0001F486><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman getting massage: medium skin tone"
